Station code,Station name,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode,Year
2823,"BORE WELL AT SHETE VASTI NEAR OLD TULJAPUR ROA, TULJPUR NAKA, SOLAPUR",MAHARASHTRA,23,33,7.9,8,1194,1500,4.4,5,4.2,5.9,11,20,110,350,2017,2017,"Calendar Year (Jan - Dec), 2017"
2825,"BORE WELL AT WAHEGAON NEAR ZILLA PARISHET SCHOOL, PAITHAN, AURANGABAD",MAHARASHTRA,23,24,7.7,8.4,1050,1922,4.4,5,0.86,1,4,6,170,180,2017,2017,"Calendar Year (Jan - Dec), 2017"
2826,"DUG WELL NEAR RAILWAY STATION, COTTON MARKET, WARDHA",MAHARASHTRA,32,42,7,8,320,1492,3.2,6.4,0.42,0.56,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2828,"DUG WELL NEAR JILLA PARISHET PRIMARY SCHOOL, VISAPUR, BALLARPUR, CHANDRAPUR",MAHARASHTRA,28,28,8.1,8.1,998,998,5.2,5.2,0.62,0.62,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2829,"BORE WELL AT MIDC SHIROLI NEAR M/S PRATIBHA ENTERPRISES, HATKANANGALE, KOLHAPUR",MAHARASHTRA,,,7.1,7.7,509,530,2.6,3.2,0.57,1.5,21,21,110,110,2017,2017,"Calendar Year (Jan - Dec), 2017"
2830,"BORE WELL AT MIDC GOKUL-SHIRGAON, KARVIR, KOLHAPUR",MAHARASHTRA,,,7.6,8.2,806,1367,3.2,3.4,0.96,1.39,17,17,94,94,2017,2017,"Calendar Year (Jan - Dec), 2017"
2831,"DUG WELL AT SAKHARALI NEAR MIDC ISLAMPUR NEAR KRISHNA MILK INDUSTRY, WALWA, SANGLI",MAHARASHTRA,22,22,7.1,7.1,1412,1412,2.6,2.6,0.84,0.84,5,5,46,46,2017,2017,"Calendar Year (Jan - Dec), 2017"
2832,"DUG WELL NO-1 AT BRAHMANWADI ANJANWEL OWNED BY SHRI VAIDYA, GUHAGAR, RATNAGIRI",MAHARASHTRA,22,23,7.8,8.3,75,285,2.6,3.2,0.49,1.11,13,13,34,34,2017,2017,"Calendar Year (Jan - Dec), 2017"
2833,"DUG WELL NO-1 AT GROUP GRAM PANCHAYAT AT ARKETWADI NEAR MASJID, KHED, RATNAGIRI",MAHARASHTRA,23,24,7.4,7.5,164,287,2.6,3.2,0.36,0.66,5,5,14,14,2017,2017,"Calendar Year (Jan - Dec), 2017"
2834,"DUG WELL NO-2 AT ARKETWADI, KHED, RATNAGIRI",MAHARASHTRA,23,24,6.5,7.4,170,2210,2.8,3.4,0.48,0.69,7,7,14,14,2017,2017,"Calendar Year (Jan - Dec), 2017"
2835,"DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT BRAHMANWADI, ANJANWEL, GUHAGAR, RATNAGIRI",MAHARASHTRA,22,23,7.7,8,65,170,2.4,2.8,0.45,0.65,17,17,31,31,2017,2017,"Calendar Year (Jan - Dec), 2017"
1923,MOREH,MANIPUR,23.1,23.1,7.2,7.2,290,290,3,3,0,0,,,93,93,2017,2017,"Calendar Year (Jan - Dec), 2017"
1634,"POLICE BAZAR, SHILLONG",MEGHALAYA,18,19,5.2,6.6,280,327,1.8,2,9.5,14.6,10,12,30,45,2017,2017,"Calendar Year (Jan - Dec), 2017"
1635,"MAWLAI, SHILLONG",MEGHALAYA,18,18,5.8,6.7,289,312,1.8,1.9,8.74,16.28,12,20,48,60,2017,2017,"Calendar Year (Jan - Dec), 2017"
1636,"INDUSTRIAL ESTATE, BYRNIHAT",MEGHALAYA,25,25,6,6.5,112,115,1,2,0.68,2.54,12,20,60,120,2017,2017,"Calendar Year (Jan - Dec), 2017"
1637,"SOHRA, CHERRAPUNJEE",MEGHALAYA,15,19,5.5,6.6,110,117,1.2,2.1,1.2,5,6,8,24,28,2017,2017,"Calendar Year (Jan - Dec), 2017"
1638,SHANGPUNG,MEGHALAYA,18,23,5.8,7.1,130,155,1,1.2,8.2,9.34,2,4,22,28,2017,2017,"Calendar Year (Jan - Dec), 2017"
3385,MAWTHADRISHAN WELL AT MARKASA,MEGHALAYA,14,16,6.7,6.9,47,50,2,2,0.27,0.4,8,8,22,30,2017,2017,"Calendar Year (Jan - Dec), 2017"
3386,JAKREM HOT SPRING AT JAKREM,MEGHALAYA,42,45,9.4,9.6,340,345,1,1,0.41,0.45,2,2,17,20,2017,2017,"Calendar Year (Jan - Dec), 2017"
2054,RAMHLUM (NORTHERN PART),MIZORAM,18,25,7.2,7.9,104,277,0.6,2.2,0.02,0.09,0,0,93,1100,2017,2017,"Calendar Year (Jan - Dec), 2017"
2055,MISSION VENGTHLANG (SOUTHERN PART),MIZORAM,12,22,6.6,7.8,147,351,0.4,5.7,0.04,0.09,0,0,1100,1100,2017,2017,"Calendar Year (Jan - Dec), 2017"
3725,"LUNGLI TUIKHUR, REPUBLIC VENG",MIZORAM,18,22,7.2,7.6,105,276,0.8,1.7,0.02,0.06,9,9,2400,2400,2017,2017,"Calendar Year (Jan - Dec), 2017"
3726,"RAMHLUN S TUIKHUR, NEAR COMMUNITY HALL",MIZORAM,18,24,7,7.7,127,237,0.3,2.4,0,0.08,0,0,460,460,2017,2017,"Calendar Year (Jan - Dec), 2017"
3727,"TUITHANG VENG, TUIKHUR",MIZORAM,18,22.5,6.9,7.5,112,261,0.6,1.6,0.04,0.57,0,0,2400,2400,2017,2017,"Calendar Year (Jan - Dec), 2017"
3728,"KHURPUI TUIKHUR, S HLIMEN",MIZORAM,15,22,6.2,7.4,156,944,0.9,2.1,0.02,0.06,0,0,2400,2400,2017,2017,"Calendar Year (Jan - Dec), 2017"
3729,"BAWNGKAWN HAND PUMP,NEAR HPPETROL PUMP",MIZORAM,18,25,7,7.5,144,404,0.3,2.3,0.03,0.1,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3730,SELESIH HAND PUMP,MIZORAM,17,23,2.8,7.5,124,420,0.4,2.5,0.02,0.1,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3731,TUIKUAL HAND PUMP,MIZORAM,17,24,6.4,7.5,117,429,0.2,2.7,0.03,0.1,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3732,"CHALTLANG HAND PUMP, NEAR REMI TYRE WORKS",MIZORAM,18,23,6,7.6,133,566,0.3,2.5,0.02,0.08,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3733,S HLIMEN HAND PUMP,MIZORAM,18,22,6.2,7.7,144,917,0.5,2.3,0.02,0.07,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3737,"VAITUI TUIKHUR,THEIRIAT, LUNGLEI",MIZORAM,15,24,6.6,7.5,120,310,0.7,2.2,0.02,0.07,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3738,"SAP TUIKHUR, SERKAWN NEARBY",MIZORAM,13,23,7.1,7.4,114,278,0.9,4,0.02,0.06,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3739,"ZOBAWK VENG HAND PUMP, LUNGLEI",MIZORAM,18,24,6.9,7.9,111,310,0.1,5.1,0.04,0.11,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3741,"KHUPUI TUIKHUR, LAWNGTLAI",MIZORAM,18,26,6.5,7.6,92,361,1,2.6,0.02,0.08,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3742,"CHANMARI HAND PUMP, LAWNGTLAI",MIZORAM,19,25,6.9,7.7,84,364,0.3,4,0.02,0.13,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3745,"CHHOCHHOPA TUIKHUR, SAIHA",MIZORAM,14,23,7.2,8.3,97,302,1.1,2.1,0.02,0.09,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3748,"PROJECT VENG HAND PUMP,SERCHHIP",MIZORAM,15,22,7.2,7.5,104,333,1.1,2.1,0.03,0.1,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3753,"HMAG VENG TUIKHUR, KOLASIB",MIZORAM,10,25,6.2,7.4,142,400,1,2.5,0.02,0.09,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3758,"BETHEL VENG HAND PUMP, CHAMPHAI",MIZORAM,15,23,6.7,7.3,152,324,0.5,2.3,0.04,0.11,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2896,BOREWELL AT KOHIMA VILLAGE IN KOHIMA,NAGALAND,19.7,27.5,7.4,8.5,460,712,,,0,0.06,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2898,"OPENWELL AT DOYAPUR DHANSIRIPAR DIVISION, DIMAPUR",NAGALAND,27,27.4,5.5,6.3,120,183,,,0,1.59,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2899,"BOREWELL AT DHANSIRIPAR, DHANSIRIPAR DIVISION, DIMAPUR",NAGALAND,,,7.5,7.5,248,248,,,0.12,0.12,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2900,"OPENWELL AT TOULAZOUMA VILLAGE, DIMAPUR",NAGALAND,26.4,26.4,5.5,8.3,254,294,,,0,2.88,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2901,"OPENWELL AT LUNGWIRAM VILLAGE, DIMAPUR",NAGALAND,34,34,6.5,7.6,160,575,,,0,1.4,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2902,"BOREWELL AT THAHEKHU VILLAGE, DIMAPUR",NAGALAND,28.8,28.8,7.1,8.5,9,376,,,0,0.12,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2903,"OPENWELL AT SIGNAL ANGAMI VILLAGE, DIMAPUR",NAGALAND,24.5,24.5,7.2,7.5,460,523,,,0,0.29,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2904,"OPENWELL AT NAGA CEMETERY, DIMAPUR",NAGALAND,25.7,25.7,5.5,7.8,654,922,,,0,5.2,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2905,"BOREWELL AT SIGNAL POINT, DIMAPUR",NAGALAND,26.3,26.3,6.5,7.8,256,442,,,0,0.11,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
1644,"JAGATPUR INDUSTRIAL AREA, CUTTACK",ODISHA,23,29,7.1,8.4,405,541,0.1,0.5,0.23,0.95,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1645,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK",ODISHA,29,29,8.3,8.3,576,576,0.4,0.4,0.17,0.17,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1646,"BIDANASHI - TULASIPUR AREA, CUTTACK",ODISHA,23,29,7.7,8.3,147,207,0.2,0.5,0.47,2.73,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1647,"BADAMBARI AREA, CUTTACK",ODISHA,22,29,7.6,8.4,327,639,0.7,1.3,0.28,1.03,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1648,"RANIHAT- MANGALABAGH AREA, CUTTACK",ODISHA,24,29,7.9,8.3,362,393,0.1,0.6,4.34,6.52,2,4,2,4,2017,2017,"Calendar Year (Jan - Dec), 2017"
1649,"KHANDAGIRI AREA, BHUBANESWAR",ODISHA,29,29,7,7.6,236,904,1.4,1.6,0.13,6.57,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR",ODISHA,29,30,6.7,7.6,254,267,0.1,0.3,0.37,6.25,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1651,"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR",ODISHA,28,29,7.4,7.5,550,660,0.7,1.1,2.09,3.27,26,1400,110,3500,2017,2017,"Calendar Year (Jan - Dec), 2017"
1652,"KALPNA - LAXMINAGAR AREA, BHUBANESWAR",ODISHA,28,30,5.3,6.3,65,140,0.2,0.7,2.26,7.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1654,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR",ODISHA,26,26,6.9,6.9,209,209,0.3,0.3,3.27,3.27,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1655,"NEAR SEA BEACH, PURI",ODISHA,26,29,7.1,7.9,1247,19840,0.2,0.5,0.11,0.61,2,2,2,23,2017,2017,"Calendar Year (Jan - Dec), 2017"
1656,"NEAR JAGANNATH TEMPLE, PURI",ODISHA,25,29,7.5,7.9,1138,1257,0.3,1.2,3.93,10.62,2,2,2,130,2017,2017,"Calendar Year (Jan - Dec), 2017"
1657,"HOSPITAL - BUS STAND- MAUSHIMA TEMPLE AREA, PURI",ODISHA,21,29,7.5,7.9,1020,1205,1.5,1.9,4.08,6.42,2,130,2,330,2017,2017,"Calendar Year (Jan - Dec), 2017"
3964,"NEAR MKCG MEDICAL COLLEGE, BERHAMPUR",ODISHA,23,30,8,8.1,548,780,0.4,0.8,0.23,0.36,2,280,33,1600,2017,2017,"Calendar Year (Jan - Dec), 2017"
3965,"NEAR BUS STAND, BERHAMPUR",ODISHA,23,30,7.9,8.1,1068,1155,0.6,0.6,0.37,3.96,2,17,2,350,2017,2017,"Calendar Year (Jan - Dec), 2017"
3966,"NEAR BADABAZAR, BERHAMPUR",ODISHA,26,30,7.5,7.6,982,1467,0.1,0.7,3.45,10.68,2,11,11,79,2017,2017,"Calendar Year (Jan - Dec), 2017"
3967,"NEAR RAILWAY STATION STAND, BERHAMPUR",ODISHA,23,30,7.6,7.7,1022,1867,0.3,1.1,9.52,18.01,2,140,2,140,2017,2017,"Calendar Year (Jan - Dec), 2017"
3968,"NEAR VSS MEDICAL COLLEGE, BURLA, SAMBALPUR",ODISHA,28,32,7.7,7.8,507,657,0.2,0.9,0.72,0.9,2,130,49,540,2017,2017,"Calendar Year (Jan - Dec), 2017"
3969,"NEAR RAILWAY STATION, SAMBALPUR",ODISHA,30,30,7.8,7.8,359,359,0.4,0.4,3.78,3.78,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3970,"NEAR PANTHANIVAS, SAMBALPUR",ODISHA,29,30,7.7,8.1,379,687,0.5,0.5,1.59,4.45,17,49,130,350,2017,2017,"Calendar Year (Jan - Dec), 2017"
3971,ANGUL TOWNSHIP,ODISHA,27,28,7.5,7.7,1369,1373,0.1,0.8,11.25,19.24,2,5,2,5,2017,2017,"Calendar Year (Jan - Dec), 2017"
3972,"NALCO TOWNSHIP, TALCHER",ODISHA,28,28,7.9,8.2,363,483,0.2,0.5,0.33,1.04,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3973,"MAHANADI COAL FIELD AREA, TALCHER",ODISHA,27,27,7.6,7.8,642,648,1,1.6,1.75,7.5,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3974,"KANIHA, TALCHER",ODISHA,27,28,7.9,8.2,271,503,0.5,0.6,0.2,0.27,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3975,TALCHER TOWN,ODISHA,28,28,7.7,7.9,690,834,0.1,1.2,0.37,10.21,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3976,"MERAMUNDALI AREA, TALCHER",ODISHA,28,28,7.9,8.7,699,776,0.1,0.6,1.8,3.8,2,2,2,79,2017,2017,"Calendar Year (Jan - Dec), 2017"
3977,TALCHER THERMAL AREA,ODISHA,28,28,7.7,7.7,1246,1562,0.1,0.6,0.15,0.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3978,"BANARPAL, TALCHER",ODISHA,28,29,7.5,8.3,713,803,0.1,0.7,3.45,5.93,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3979,"KULAD, TALCHER",ODISHA,28,28,8.1,8.7,647,1141,0.1,0.2,4.84,7.68,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3981,"BURKHAMUNDA, JHARSUGUDA",ODISHA,20,30,7.7,7.9,142,180,0.4,1,2.09,4.53,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3982,"BADAMANI INDUSTRIAL ESTATE, JHARSUGUDA",ODISHA,20,32,7.3,7.7,133,143,0.5,1.5,0.4,4.1,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3983,"BUDHIPADAR, JHARSUGUDA",ODISHA,19,35,7.3,7.6,114,143,0.5,0.6,2.55,3.07,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3984,"BRAJARAJ NAGAR MINING BELT, JHARSUGUDA",ODISHA,20,37,7.1,7.5,146,351,1.5,1.6,0.26,0.82,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3985,"RAMPUR AREA (WATER TANK), JHARSUGUDA",ODISHA,19,38,7.8,8.2,307,330,0.1,1.2,0.54,2.45,2,330,2,1300,2017,2017,"Calendar Year (Jan - Dec), 2017"
3987,"BELPAHAR AREA, JHARSUGUDA",ODISHA,20,40,7.4,8.6,414,526,0.8,1.5,0.85,1.13,2,9200,2,16000,2017,2017,"Calendar Year (Jan - Dec), 2017"
3988,"BADA PADIA MARKET COMPLEX, PARADEEP",ODISHA,22,29,8.2,8.3,1824,1925,1.6,1.7,1.64,2.2,2,2,2,5,2017,2017,"Calendar Year (Jan - Dec), 2017"
3989,"MUSADIHA, PARADEEP",ODISHA,22,27,8.3,8.3,2491,3543,0.5,0.7,2.5,2.85,2,540,70,1600,2017,2017,"Calendar Year (Jan - Dec), 2017"
3990,"TISCO, SUKINDA",ODISHA,26,28,7.8,8.1,245,332,0.1,0.8,2.78,3.4,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3991,"SARUABIL, SUKINDA",ODISHA,26,27,7.4,7.6,270,317,0.1,0.4,4.18,4.35,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3992,"KALIAPANI, SUKINDA",ODISHA,26,28,7.5,7.6,166,193,0.1,0.7,0.32,0.34,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3993,"KAMARDA, SUKINDA",ODISHA,25,26,8.4,8.5,115,381,0.1,0.7,0.23,3.06,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3994,"CHAKULIA, BALASORE",ODISHA,22,26,6,7.9,510,1045,0.1,0.6,3.17,10.03,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3995,"KUANRPUR, BALASORE",ODISHA,22,25,7,8.4,376,1203,0.4,0.6,0.24,1.43,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3996,"NAIGOPALPUR, BALASORE",ODISHA,22,26,6.1,8,105,1125,0.2,0.4,0.21,8.97,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1397,WELL AT MUTHIALPET AREA(I) RAMAKRISHNA NAGAR/ KRISHNA NAGAR,PUDUCHERRY,32,32,6.2,6.4,418,431,0,0,7.45,15.76,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3986,"IB THERMAL POWER STATION, JHARSUGUDA",ODISHA,21,39,7.1,7.9,269,315,0.1,0.8,0.4,3.81,2,540,2,92000,2017,2017,"Calendar Year (Jan - Dec), 2017"
1398,"WELL AT THENGAITHITTU AREA, (II)",PUDUCHERRY,33,33,6.5,7.8,1380,1380,0,0,0.04,0.06,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1453,WELL AT MUTHIRAPPALAYAM (PWD),PUDUCHERRY,30,32,6.9,7,616,621,0,0,2.08,5.39,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1454,"WELL AT KALAPET, PONDI. UNIVERSITY ADMN. BLOCK",PUDUCHERRY,30,33,6.3,7,258,270,0,0,1.21,1.53,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1687,WELL AT NEHRU STATUE MISSION ST. - CHETTY KOIL,PUDUCHERRY,30,31,7.4,8.3,1755,1757,0,0,1.66,1.79,2,280,13,1600,2017,2017,"Calendar Year (Jan - Dec), 2017"
1688,WELL AT KATTERIKUPPAM,PUDUCHERRY,30,30,7.5,8.2,668,686,0,0,0.69,1.32,2,140,2,280,2017,2017,"Calendar Year (Jan - Dec), 2017"
2009,WELL AT KURUMBAPET,PUDUCHERRY,32,32,6.5,6.8,618,624,0,0,0.06,3.29,2,280,14,300,2017,2017,"Calendar Year (Jan - Dec), 2017"
2010,WELL AT METTUPALAYAM,PUDUCHERRY,30,32,6.7,6.9,884,1379,0,0,0.65,1.21,2,140,2,170,2017,2017,"Calendar Year (Jan - Dec), 2017"
2011,WELL AT URUVAIYAR,PUDUCHERRY,32,33,7.6,8.4,4950,5150,0,0,0.02,0.07,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2012,"WELL AT MARUTHI SCHOOL, KARUVADIKUPPAM",PUDUCHERRY,30,32,6.8,7.2,1148,2200,0,0,0.36,1.02,2,90,4,280,2017,2017,"Calendar Year (Jan - Dec), 2017"
2013,"WELL AT T.R.PATTINAM, KARAIKAL",PUDUCHERRY,25,34,8.1,8.5,1915,1952,0,0,0.37,0.52,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2446,WELL AT PALLUR,PUDUCHERRY,28,28,7,7,195,195,0,0,7.15,7.15,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
2447,WELL AT PANTHAKKAL,PUDUCHERRY,28,28,7,7,120,120,0,0,2.2,2.2,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3882,"WELL AT ECHANKADU, KIRUMAMBAKKAM",PUDUCHERRY,33,33,7.5,7.5,440,440,0,0,0.05,0.05,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3883,WELL NEAR BY LAKE BAHOUR,PUDUCHERRY,33,33,8.4,8.4,345,345,0,0,0.03,0.03,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3884,"WELL AT CHEVALIER SELLANE GOVERNMENT HIGH SECONDARY SCHOOL, KALAPET",PUDUCHERRY,34,34,7.4,7.4,665,665,0,0,4.85,4.85,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3885,"WELL AT DHANDERAR KULAM, SEDARAPET",PUDUCHERRY,32,32,7.7,7.7,1710,1710,0,0,1.84,1.84,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3886,"WELL AT KOTHAPURINATHAM, THIRUVANDARKOIL",PUDUCHERRY,32,32,8.4,8.4,1138,1138,0,0,2.6,2.6,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1898,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",PUNJAB,17,17,7.1,7.5,1115,1164,0,0,4.4,12.6,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1899,"BHAGWAN SINGH, H.NO.907, DASMESH NAGAR, GALI NO. 6, LUDHIANA",PUNJAB,,,7.3,7.8,736,770,0,0,2.37,13.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1900,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,,,7.2,7.8,741,753,0,0,1.3,3,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1901,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,30,30,7.7,8,744,789,0,0,6,13.7,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1902,"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,16,16,6.4,6.9,1411,1455,0,0,0.32,7.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1903,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",PUNJAB,,,7.4,7.5,645,810,0,0,1.6,6.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2916,"NEAR LANDFILL SITE, AMRITSAR, PUNJAB",PUNJAB,,,7.3,7.4,823,897,0,0,0.5,3.9,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2917,"NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB",PUNJAB,,,7.2,7.4,1202,1276,0,0,3.9,7.4,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2918,"DERA BASSI, PUNJAB",PUNJAB,,,7.1,7.2,2654,2904,0,0,8.9,12,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2919,"DERA BASSI, PUNJAB",PUNJAB,,,7.2,7.2,2694,2899,0,0,9.1,15,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2920,"HAMIRA VILLAGE, PUNJAB",PUNJAB,,,7.2,7.4,672,1256,0,0,0.7,2.7,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2921,"HAMIRA VILLAGE, PUNJAB",PUNJAB,,,7.5,7.8,452,620,0,0,0.2,7.4,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2922,"LEATHER COMPLEX, JALANDHAR, PUNJAB",PUNJAB,,,7.3,7.5,1823,2066,0,0,2.3,7.3,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2923,"LEATHER COMPLEX, JALANDHAR, PUNJAB",PUNJAB,,,7.2,7.2,1534,1985,0,0,2.7,7.6,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2924,"MANDI GOBINDGARH, PUNJAB",PUNJAB,23,23,7.6,8.4,866,984,0,0,1.4,8.7,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2925,"MANDI GOBINDGARH, PUNJAB",PUNJAB,23,23,7.6,7.6,1664,1940,0,0,3,3.3,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2926,"NANGAL, PUNJAB",PUNJAB,29,29,7,7.1,1076,1399,0,0,6.4,12,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2927,"NANGAL, PUNJAB",PUNJAB,29,29,7,7.1,1155,1418,0,0,6.8,14,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2928,"ROPAR, PUNJAB",PUNJAB,29,29,7.1,7.2,656,714,0,0,2.5,2.8,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2929,"ROPAR, PUNJAB",PUNJAB,29,29,7.3,7.5,512,544,0,0,0.2,4.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2930,"TOANSA, PUNJAB",PUNJAB,32,32,7.4,7.5,1224,1719,0,0,3.1,3.5,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2931,"TOANSA, PUNJAB",PUNJAB,32,32,7.3,7.4,11,1203,0,0,1,24.4,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN), RAJASTHAN",RAJASTHAN,22,22,8.5,8.5,1880,1880,2,2,0,2.46,3,3,3,3,2017,2017,"Calendar Year (Jan - Dec), 2017"
